Product Item ID,Product Title,Product Type L1,Product Type L2,Total Impressions,Total Clicks,Total Cost ($),Total Conversions,Total Revenue ($),Total ROAS,CTR (%),Avg CPC ($),Conv Rate (%),Avg Order Value ($),Quarters Active,Campaigns
gla_455529,"Nature's Seed Shade Forage Food Plot Seed Mix 20 lb Bag - Covers 4,000 Sq Ft",food plot,food plot mix wildlife attractor,5476,48,42.08,0.00,0.00,0.00,0.88,0.88,0.00,0.00,1,3
gla_186813,Mid-West/Mid-Atlantic Pig Forage Mix,pasture seed,pig pastures,1215,4,5.20,0.00,0.00,0.00,0.33,1.30,0.00,0.00,3,9
gla_455526,"Deer Food Plot Seed Mix (Krunch & Munch) - Wildlife Forage - 50 lb, Covers 5,000 sq ft | Nature's Seed",food plot,food plot mix wildlife attractor,4827,22,23.95,0.00,0.00,0.00,0.46,1.09,0.00,0.00,1,3
gla_186814,Mid-West/Mid-Atlantic Pig Forage Mix,pasture seed,pig pastures,2687,16,15.16,0.00,0.00,0.00,0.60,0.95,0.00,0.00,3,9
gla_455524,"Deer Food Plot Seed Mix (Krunch & Munch) - Wildlife Forage - 10 lb, Covers 1,000 sq ft | Nature's Seed",food plot,food plot mix wildlife attractor,10690,47,29.38,0.00,0.00,0.00,0.44,0.63,0.00,0.00,1,3
gla_455519,"Deer Food Plot Seed Mix (Full Potential) - Wildlife Forage Blend - 50 lb, Covers 5,000 sq ft | Nature's Seed",food plot,food plot mix wildlife attractor,3821,18,60.09,0.00,0.00,0.00,0.47,3.34,0.00,0.00,1,3
gla_455518,"Deer Food Plot Seed Mix (Full Potential) - Wildlife Forage Blend - 20 lb, Covers 2,000 sq ft | Nature's Seed",food plot,food plot mix wildlife attractor,9450,41,66.98,0.00,0.00,0.00,0.43,1.63,0.00,0.00,1,3
gla_186819,Pacific Northwest Pig Forage Mix,pasture seed,pig pastures,763,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_452372,"White Clover Seed (Trifolium repens) —Perennial Nitrogen-Fixing Groundcover & Forage 50 Lb for 100,000 Sq Ft | Nature's Seed",specialty seeds,clover seeds,5341,22,32.07,0.00,0.00,0.00,0.41,1.46,0.00,0.00,2,4
gla_186820,Pacific Northwest Pig Forage Mix,pasture seed,pig pastures,11018,65,94.30,0.00,0.00,0.00,0.59,1.45,0.00,0.00,4,9
gla_447331,"Nature's Seed California Pasture & Forage 25 Lb for 25,000 Sq Ft Mix Native seed blend",pasture seeds,pasture seeds mix,1394,17,52.35,0.00,0.00,0.00,1.22,3.08,0.00,0.00,3,3
gla_186826,Pacific Southwest Pig Forage Mix,pasture seed,pig pastures,247,1,0.36,0.00,0.00,0.00,0.40,0.36,0.00,0.00,2,3
gla_186827,Pacific Southwest Pig Forage Mix,pasture seed,pig pastures,213,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_186833,South-Atlantic Transitional Pig Forage Mix,pasture seed,pig pastures,286,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,4
gla_186834,South-Atlantic Transitional Pig Forage Mix,sale,pig pastures,579,4,3.04,0.00,0.00,0.00,0.69,0.76,0.00,0.00,3,4
gla_186835,South-Atlantic Transitional Pig Forage Mix,pasture seed,pig pastures,190,1,0.34,0.00,0.00,0.00,0.53,0.34,0.00,0.00,3,6
gla_186840,Southern Subtropics Pig Forage Mix,pasture seed,pig pastures,1055,7,5.75,0.00,0.00,0.00,0.66,0.82,0.00,0.00,3,9
gla_446807,"Nature's Seed Pasture & Forage 25 Lb for 25,000 Sq Ft Buckwheat Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,6802,39,35.70,1.00,0.00,0.00,0.57,0.92,2.56,0.00,3,7
gla_446804,"Blue Grama Grass Seed 100% Native, Drought-Tolerant Pasture Forage 50 Lb for 100,000 Sq Ft | Nature's Seed",pasture seeds,single species pasture seeds,4437,24,10.32,0.00,0.00,0.00,0.54,0.43,0.00,0.00,3,4
gla_446803,"Blue Grama Grass Seed 100% Native, Drought-Tolerant Pasture Forage 25 Lb for 50,000 Sq Ft | Nature's Seed",pasture seeds,single species pasture seeds,10328,57,68.87,0.00,0.00,0.00,0.55,1.21,0.00,0.00,3,4
gla_186841,Southern Subtropics Pig Forage Mix,pasture seed,pig pastures,5076,38,37.42,0.00,0.00,0.00,0.75,0.98,0.00,0.00,3,9
gla_186847,Southwest Desert Pig Forage Mix,pasture seed,pig pastures,736,9,14.18,0.00,0.00,0.00,1.22,1.58,0.00,0.00,4,9
gla_186849,Southwest Desert Pig Forage Mix,pasture seed,pig pastures,1520,12,23.42,0.00,0.00,0.00,0.79,1.95,0.00,0.00,4,9
gla_186854,Southwest Semi-Arid Steppe Pig Forage Mix,pasture seed,pig pastures,101,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_185524,Pacific Southwest Poultry Forage Mix,pasture seed,poultry pastures,1916,33,30.35,0.00,0.00,0.00,1.72,0.92,0.00,0.00,3,9
gla_185518,Mid-West/Mid-Atlantic Poultry Forage Mix,pasture seed,poultry pastures,1606,12,21.79,0.00,0.00,0.00,0.75,1.82,0.00,0.00,4,10
gla_185514,Mid-West/Mid-Atlantic Poultry Forage Mix,pasture seed,poultry pastures,2222,26,19.96,0.00,0.00,0.00,1.17,0.77,0.00,0.00,4,9
pb-mwpg,Mid-West/Mid-Atlantic Pig Forage Mix | Nature's Seed,pasture seed,mid-west/mid-atlantic pig forage mix,3679,29,22.42,0.00,0.00,0.00,0.79,0.77,0.00,0.00,2,4
gla_183991,Southwest Desert Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,790,14,23.33,0.00,0.00,0.00,1.77,1.67,0.00,0.00,4,8
gla_183992,Southwest Desert Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,175,1,0.93,0.00,0.00,0.00,0.57,0.93,0.00,0.00,4,9
gla_183998,Great Plains Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,879,6,6.60,0.00,0.00,0.00,0.68,1.10,0.00,0.00,4,9
gla_183999,Great Plains Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,836,18,36.37,0.00,0.00,0.00,2.15,2.02,0.00,0.00,4,9
gla_184004,Southwest Semi-Arid Steppe Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
gla_184005,Southwest Semi-Arid Steppe Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,3
pb-pnwal-0.5-a,Pacific Northwest Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific northwest alpaca/llama forage blend,6974,23,8.88,0.00,0.00,0.00,0.33,0.39,0.00,0.00,4,3
gla_184006,Southwest Semi-Arid Steppe Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
gla_184013,Great Lakes/New England Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,319,1,0.26,0.00,0.00,0.00,0.31,0.26,0.00,0.00,3,7
gla_184018,Mid-West/Mid-Atlantic Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,432,3,2.27,0.00,0.00,0.00,0.69,0.76,0.00,0.00,4,8
gla_184019,Mid-West/Mid-Atlantic Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,129,3,7.10,0.00,0.00,0.00,2.33,2.37,0.00,0.00,3,8
pb-mwpg-2.5-a,Mid-West/Mid-Atlantic Pig Forage Mix - | Nature's Seed,mid-west/mid-atlantic pig forage mix,,265,2,0.72,0.00,0.00,0.00,0.75,0.36,0.00,0.00,4,1
pb-mwpg-1-a,Mid-West/Mid-Atlantic Pig Forage Mix - | Nature's Seed,mid-west/mid-atlantic pig forage mix,,134,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,1
pb-mwpg-0.5-a,Mid-West/Mid-Atlantic Pig Forage Mix - | Nature's Seed,mid-west/mid-atlantic pig forage mix,,115,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,1
gla_445221,"Nature's Seed Bahia Grass 5 Lb bag of seed mix for 5,000 Sq. ft | Forage and Pasture special, No Fillers",uncategorized,,1124,6,4.05,0.00,0.00,0.00,0.53,0.67,0.00,0.00,1,2
pb-mwb-1-a,Mid-West/Mid-Atlantic Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic bison forage blend,8074,18,17.28,0.00,0.00,0.00,0.22,0.96,0.00,0.00,4,3
pb-mwpb-1500-f,Mid-West/Mid-Atlantic Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic poultry forage blend,4111,31,12.14,0.00,0.00,0.00,0.75,0.39,0.00,0.00,2,3
gla_184033,Southern Subtropics Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,39525,17,10.63,0.00,0.00,0.00,0.04,0.63,0.00,0.00,3,9
gla_184034,Southern Subtropics Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,118,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,6
gla_184039,Florida Tropics Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,69,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_184040,Florida Tropics Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,96,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_184041,Florida Tropics Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,49,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_184436,Tortoise Forage Mix,pasture seed,,178,2,1.88,0.00,0.00,0.00,1.12,0.94,0.00,0.00,2,3
gla_184437,Tortoise Forage Mix,pasture seed,,294,3,2.08,0.00,0.00,0.00,1.02,0.69,0.00,0.00,2,3
gla_184438,Tortoise Forage Mix,pasture seed,,362,1,1.29,0.00,0.00,0.00,0.28,1.29,0.00,0.00,2,3
gla_184440,Tortoise Forage Mix,pasture seed,,152,1,0.24,0.00,0.00,0.00,0.66,0.24,0.00,0.00,2,3
pb-mwdc-1-a,Mid-West/Mid-Atlantic Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic dairy cow forage blend,8952,29,16.72,0.00,0.00,0.00,0.32,0.58,0.00,0.00,4,3
gla_185001,Pacific Northwest Bison Forage Mix,pasture seed,bison pastures,118,1,0.98,0.00,0.00,0.00,0.85,0.98,0.00,0.00,2,3
gla_185006,Southwest Desert Bison Forage Mix,pasture seed,bison pastures,270,8,9.57,0.00,0.00,0.00,2.96,1.20,0.00,0.00,2,3
gla_185007,Southwest Desert Bison Forage Mix,pasture seed,bison pastures,121,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_183990,Southwest Desert Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,1052,7,5.53,0.00,0.00,0.00,0.67,0.79,0.00,0.00,4,9
gla_183985,Southwest Transitional Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,2
pb-pnwdc-0.5-a,Pacific Northwest Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific northwest dairy cow forage blend,7767,41,26.94,0.00,0.00,0.00,0.53,0.66,0.00,0.00,4,3
pb-pnwdc-1-a,Pacific Northwest Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific northwest dairy cow forage blend,4888,35,26.16,0.00,0.00,0.00,0.72,0.75,0.00,0.00,4,3
pb-pswbc-2.5-a,Pacific Southwest Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest beef cattle forage blend,3893,13,6.03,0.00,0.00,0.00,0.33,0.46,0.00,0.00,4,3
gla_183927,Southwest Semi-Arid Steppe Sheep Forage Mix,pasture seed,sheep pastures,54,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_183928,Southwest Semi-Arid Steppe Sheep Forage Mix,pasture seed,sheep pastures,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
pb-pswb-2.5-a,Pacific Southwest Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest bison forage blend,344,1,0.45,0.00,0.00,0.00,0.29,0.45,0.00,0.00,3,3
pb-pswb-1-a,Pacific Southwest Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest bison forage blend,889,1,2.88,0.00,0.00,0.00,0.11,2.88,0.00,0.00,3,3
pb-pswb-0.5-a,Pacific Southwest Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest bison forage blend,1024,3,1.14,0.00,0.00,0.00,0.29,0.38,0.00,0.00,4,3
pb-pswb,Pacific Southwest Bison Forage Mix Pasture Seed | Nature's Seed,pasture seed,pacific southwest bison forage mix,3407,2,1.14,0.00,0.00,0.00,0.06,0.57,0.00,0.00,8,6
pb-pswal-2.5-a,Pacific Southwest Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest alpaca/llama forage blend,2896,8,3.01,0.00,0.00,0.00,0.28,0.38,0.00,0.00,4,3
pb-pswal-1-a,Pacific Southwest Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest alpaca/llama forage blend,2194,2,2.32,0.00,0.00,0.00,0.09,1.16,0.00,0.00,4,3
pb-pswal-0.5-a,Pacific Southwest Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest alpaca/llama forage blend,2328,7,3.84,0.00,0.00,0.00,0.30,0.55,0.00,0.00,4,3
gla_183929,Southwest Semi-Arid Steppe Sheep Forage Mix,pasture seed,sheep pastures,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
gla_183935,Southern Subtropics Sheep Forage Mix,pasture seed,sheep pastures,3192,58,98.36,0.00,0.00,0.00,1.82,1.70,0.00,0.00,3,9
gla_183936,Southern Subtropics Sheep Forage Mix,pasture seed,sheep pastures,1019,11,13.54,0.00,0.00,0.00,1.08,1.23,0.00,0.00,3,9
gla_183941,Southwest Transitional Sheep Forage Mix,pasture seed,sheep pastures,906,11,9.42,0.00,0.00,0.00,1.21,0.86,0.00,0.00,3,9
pb-pnwpg-1-a,Pacific Northwest Pig Forage Mix - | Nature's Seed,pacific northwest pig forage mix,,799,2,0.87,0.00,0.00,0.00,0.25,0.43,0.00,0.00,4,1
pb-pnwpg-0.5-a,Pacific Northwest Pig Forage Mix - | Nature's Seed,pacific northwest pig forage mix,,791,4,4.96,0.00,0.00,0.00,0.51,1.24,0.00,0.00,4,1
gla_183942,Southwest Transitional Sheep Forage Mix,pasture seed,sheep pastures,609,8,6.04,0.00,0.00,0.00,1.31,0.76,0.00,0.00,3,7
gla_183955,Florida Tropics Sheep Forage Mix,pasture seed,pasture seed by region,548,16,16.86,0.00,0.00,0.00,2.92,1.05,0.00,0.00,2,3
gla_183956,Florida Tropics Sheep Forage Mix,pasture seed,sheep pastures,69,1,3.76,0.00,0.00,0.00,1.45,3.76,0.00,0.00,2,3
gla_183957,Florida Tropics Sheep Forage Mix,pasture seed,sheep pastures,105,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_183963,Pacific Northwest Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,1346,23,34.28,0.00,0.00,0.00,1.71,1.49,0.00,0.00,3,9
gla_183964,Pacific Northwest Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,141,4,11.07,0.00,0.00,0.00,2.84,2.77,0.00,0.00,4,8
gla_183970,Pacific Southwest Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,39,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_183971,Pacific Southwest Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,101,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_183976,Intermountain West Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,1320,19,22.77,0.00,0.00,0.00,1.44,1.20,0.00,0.00,3,9
gla_183977,Intermountain West Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,336,3,6.50,0.00,0.00,0.00,0.89,2.17,0.00,0.00,3,9
gla_183978,Intermountain West Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,391,6,4.27,0.00,0.00,0.00,1.53,0.71,0.00,0.00,3,9
gla_183983,Southwest Transitional Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,117,1,1.55,0.00,0.00,0.00,0.85,1.55,0.00,0.00,4,9
gla_183984,Southwest Transitional Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,77,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,6
pb-mwb-2.5-a,Mid-West/Mid-Atlantic Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic bison forage blend,6253,19,10.87,0.00,0.00,0.00,0.30,0.57,0.00,0.00,4,3
pb-mwb-0.5-a,Mid-West/Mid-Atlantic Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic bison forage blend,3759,6,4.05,0.00,0.00,0.00,0.16,0.67,0.00,0.00,4,3
gla_185513,Mid-West/Mid-Atlantic Poultry Forage Mix,pasture seed,poultry pastures,3070,42,36.12,0.00,0.00,0.00,1.37,0.86,0.00,0.00,4,9
gla_185493,Great Plains Poultry Forage Mix,pasture seed,poultry pastures,2791,17,22.55,0.00,0.00,0.00,0.61,1.33,0.00,0.00,4,9
pb-iwb-1-a,Intermountain West Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west bison forage blend,4834,19,22.57,0.00,0.00,0.00,0.39,1.19,0.00,0.00,4,3
gla_185070,Great Lakes/New England Bison Forage Mix,pasture seed,bison pastures,267,1,0.08,0.00,0.00,0.00,0.37,0.08,0.00,0.00,2,3
gla_185071,Great Lakes/New England Bison Forage Mix,pasture seed,bison pastures,64,1,0.68,0.00,0.00,0.00,1.56,0.68,0.00,0.00,2,3
pb-iwal-1-a,Intermountain West Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west alpaca/llama forage blend,4109,11,5.46,0.00,0.00,0.00,0.27,0.50,0.00,0.00,4,3
pb-iwal-0.5-a,Intermountain West Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west alpaca/llama forage blend,4202,12,7.52,0.00,0.00,0.00,0.29,0.63,0.00,0.00,4,3
gla_185078,Florida Tropics Bison Forage Mix,pasture seed,bison pastures,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,2
gla_185463,Florida Tropics Poultry Forage Mix,pasture seed,poultry pastures,337,3,1.47,0.00,0.00,0.00,0.89,0.49,0.00,0.00,1,2
gla_185466,Florida Tropics Poultry Forage Mix,pasture seed,poultry pastures,523,8,3.13,0.00,0.00,0.00,1.53,0.39,0.00,0.00,2,3
gla_185470,Florida Tropics Poultry Forage Mix,pasture seed,poultry pastures,68,1,1.05,0.00,0.00,0.00,1.47,1.05,0.00,0.00,1,2
pb-gppb-1500-f,Great Plains Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains poultry forage blend,12806,89,52.87,0.00,0.00,0.00,0.69,0.59,0.00,0.00,3,3
pb-gppb-1000-f,Great Plains Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains poultry forage blend,13106,78,49.41,0.00,0.00,0.00,0.60,0.63,0.00,0.00,4,3
gla_185478,Great Lakes/New England Poultry Forage Mix,pasture seed,poultry pastures,5358,55,53.52,0.00,0.00,0.00,1.03,0.97,0.00,0.00,3,9
gla_185481,Great Lakes/New England Poultry Forage Mix,pasture seed,poultry pastures,1966,10,15.65,0.00,0.00,0.00,0.51,1.56,0.00,0.00,3,9
gla_185482,Great Lakes/New England Poultry Forage Mix,pasture seed,poultry pastures,1738,20,21.81,0.00,0.00,0.00,1.15,1.09,0.00,0.00,3,9
gla_185494,Great Plains Poultry Forage Mix,pasture seed,poultry pastures,3682,22,26.06,0.00,0.00,0.00,0.60,1.18,0.00,0.00,4,9
gla_185008,Southwest Desert Bison Forage Mix,pasture seed,bison pastures,43,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
pb-gpdc-1-a,Great Plains Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains dairy cow forage blend,4502,18,13.53,0.00,0.00,0.00,0.40,0.75,0.00,0.00,4,3
pb-gpdc-0.5-a,Great Plains Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains dairy cow forage blend,3686,18,9.07,0.00,0.00,0.00,0.49,0.50,0.00,0.00,4,3
pb-gpbc-2.5-a,Great Plains Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains beef cattle forage blend,30163,170,77.66,0.00,0.00,0.00,0.56,0.46,0.00,0.00,4,3
pb-gpbc-1-a,Great Plains Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains beef cattle forage blend,18407,111,62.73,0.00,0.00,0.00,0.60,0.57,0.00,0.00,4,3
pb-gpbc-0.5-a,Great Plains Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains beef cattle forage blend,17470,104,53.04,0.00,0.00,0.00,0.60,0.51,0.00,0.00,4,3
gla_185503,Intermountain West Poultry Forage Mix,pasture seed,poultry pastures,3400,31,39.57,0.00,0.00,0.00,0.91,1.28,0.00,0.00,4,9
pb-gpb-1-a,Great Plains Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains bison forage blend,2202,7,5.00,0.00,0.00,0.00,0.32,0.71,0.00,0.00,3,3
pb-gpb-0.5-a,Great Plains Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains bison forage blend,3802,17,14.98,0.00,0.00,0.00,0.45,0.88,0.00,0.00,3,3
pb-gpb,Great Plains Bison Forage Mix Pasture Seed | Nature's Seed,pasture seed,great plains bison forage mix,30263,103,66.33,0.00,0.00,0.00,0.34,0.64,0.00,0.00,8,7
pb-gpal-2.5-a,Great Plains Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains alpaca/llama forage blend,3037,10,6.80,0.00,0.00,0.00,0.33,0.68,0.00,0.00,4,3
gla_185506,Intermountain West Poultry Forage Mix,pasture seed,poultry pastures,3864,29,44.10,0.00,0.00,0.00,0.75,1.52,0.00,0.00,4,9
pb-goat-t_pb-goat-t,"Goat Pasture & Forage Mix - Transitional - 10 Lbs - 20,000 Sq Ft",,,103,1,0.41,0.00,0.00,0.00,0.97,0.41,0.00,0.00,1,2
pb-goat-s_pb-goat-s,"Goat Pasture & Forage Mix | Warm Season - 10 Lbs - 20,000 Sq Ft",,,48,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,2
gla_185512,Mid-West/Mid-Atlantic Poultry Forage Mix,pasture seed,poultry pastures,4047,47,35.65,0.00,0.00,0.00,1.16,0.76,0.00,0.00,4,9
pb-iwb-2.5-a,Intermountain West Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west bison forage blend,4051,13,7.80,0.00,0.00,0.00,0.32,0.60,0.00,0.00,3,3
gla_185069,Great Lakes/New England Bison Forage Mix,pasture seed,bison pastures,441,8,10.93,0.00,0.00,0.00,1.81,1.37,0.00,0.00,2,3
pb-iwbc-1-a,Intermountain West Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west beef cattle forage blend,26889,183,120.51,0.00,0.00,0.00,0.68,0.66,0.00,0.00,4,3
gla_185064,Southwest Transitional Bison Forage Mix,pasture seed,bison pastures,56,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,3
gla_185013,Mid-West/Mid-Atlantic Bison Forage Mix,pasture seed,bison pastures,107,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
pb-mwal-1-a,Mid-West/Mid-Atlantic Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic alpaca/llama forage blend,6894,22,9.83,0.00,0.00,0.00,0.32,0.45,0.00,0.00,4,3
gla_185014,Mid-West/Mid-Atlantic Bison Forage Mix,pasture seed,bison pastures,104,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_185015,Mid-West/Mid-Atlantic Bison Forage Mix,pasture seed,bison pastures,43,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_185020,Pacific Southwest Bison Forage Mix,pasture seed,bison pastures,54,1,0.48,0.00,0.00,0.00,1.85,0.48,0.00,0.00,2,3
gla_185021,Pacific Southwest Bison Forage Mix,pasture seed,bison pastures,33,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_185022,Pacific Southwest Bison Forage Mix,pasture seed,bison pastures,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_185027,Great Plains Bison Forage Mix,pasture seed,bison pastures,914,23,17.01,0.00,0.00,0.00,2.52,0.74,0.00,0.00,4,9
pb-iwpg-2.5-a,Intermountain West Pig Forage Mix - | Nature's Seed,intermountain west pig forage mix,,229,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,1
pb-iwpg-1-a,Intermountain West Pig Forage Mix - | Nature's Seed,intermountain west pig forage mix,,343,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,1
pb-iwpg-0.5-a,Intermountain West Pig Forage Mix - | Nature's Seed,intermountain west pig forage mix,,355,5,1.99,0.00,0.00,0.00,1.41,0.40,0.00,0.00,4,1
gla_185028,Great Plains Bison Forage Mix,pasture seed,bison pastures,632,13,6.57,0.00,0.00,0.00,2.06,0.51,0.00,0.00,3,9
gla_185029,Great Plains Bison Forage Mix,pasture seed,bison pastures,99,2,0.71,0.00,0.00,0.00,2.02,0.35,0.00,0.00,2,3
pb-iwpb-1500-f,Intermountain West Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west poultry forage blend,897,4,1.48,0.00,0.00,0.00,0.45,0.37,0.00,0.00,2,3
gla_185041,Intermountain West Bison Forage Mix,pasture seed,bison pastures,379,3,2.83,0.00,0.00,0.00,0.79,0.94,0.00,0.00,2,3
gla_185042,Intermountain West Bison Forage Mix,pasture seed,bison pastures,283,3,9.79,0.00,0.00,0.00,1.06,3.26,0.00,0.00,2,3
gla_185043,Intermountain West Bison Forage Mix,pasture seed,bison pastures,115,1,0.28,0.00,0.00,0.00,0.87,0.28,0.00,0.00,2,3
